SCHOOL_YEAR,DISTRICT_ID,DISTRICT_NAME,SCHOOL_ID,SCHOOL_NAME,GRADES_SERVED,SAFE_SCHOOL,AVERAGE_DAILY_MEMBERSHIP,TOTAL,FEMALE,FEMALE_PCT,MALE,MALE_PCT,ECONOMICALLY_DISADVANTAGED,ECONOMICALLY_DISADVANTAGED_PCT,LIMITED_ENGLISH_PROFICIENT,LIMITED_ENGLISH_PROFICIENT_PCT,STUDENTS_WITH_DISABILITIES,STUDENTS_WITH_DISABILITIES_PCT,AFRICAN_AMERICAN,AFRICAN_AMERICAN_PCT,ASIAN,ASIAN_PCT,HAWAIIAN_PACISLD,HAWAIIAN_PACISLD_PCT,HISPANIC,HISPANIC_PCT,NATIVE_AMERICAN,NATIVE_AMERICAN_PCT,WHITE,WHITE_PCT,AFRICAN_AMERICAN_FEMALE,AFRICAN_AMERICAN_MALE,ASIAN_FEMALE,ASIAN_MALE,HAWAIIAN_PACISLD_FEMALE,HAWAIIAN_PACISLD_MALE,HISPANIC_FEMALE,HISPANIC_MALE,NATIVE_AMERICAN_FEMALE,NATIVE_AMERICAN_MALE,WHITE_FEMALE,WHITE_MALE
2018-19,560,Macon County Schools,25,Red Boiling Springs Elementary,Grades PK-6,SAFE SCHOOL,324,327,167,51.1,160,48.9,162,49.5,16,4.9,55,16.8,0,0,0,0,0,0,36,11,1,0.3,290,88.7,0,0,0,0,0,0,16,20,1,0,150,140
2018-19,560,Macon County Schools,30,Red Boiling Springs School,Grades 7-12,SAFE SCHOOL,316,322,151,46.9,171,53.1,133,41.3,2,0.6,35,10.9,2,0.6,0,0,0,0,38,11.8,0,0,282,87.6,0,2,0,0,0,0,13,25,0,0,138,144
2018-19,560,Macon County Schools,35,Westside Elementary,Grades K-5,SAFE SCHOOL,311,318,147,46.2,171,53.8,148,46.5,4,1.3,47,14.8,7,2.2,0,0,1,0.3,26,8.2,1,0.3,283,89,2,5,0,0,0,1,12,14,0,1,133,150
2018-19,161,Manchester City Schools,5,College Street Elementary,Grades PK-5,SAFE SCHOOL,417,410,202,49.3,208,50.7,143,34.9,22,5.4,84,20.5,37,9,16,3.9,0,0,33,8,4,1,320,78,20,17,11,5,0,0,16,17,2,2,153,167
2018-19,161,Manchester City Schools,10,Westwood Elementary,Grades PK-5,SAFE SCHOOL,519,521,261,50.1,260,49.9,225,43.2,64,12.3,86,16.5,24,4.6,7,1.3,0,0,129,24.8,0,0,361,69.3,9,15,5,2,0,0,59,70,0,0,188,173
2018-19,161,Manchester City Schools,15,Westwood Middle School,Grades 6-8,SAFE SCHOOL,412,411,210,51.1,201,48.9,142,34.5,11,2.7,43,10.5,17,4.1,8,1.9,0,0,76,18.5,2,0.5,308,74.9,8,9,4,4,0,0,41,35,1,1,156,152
2018-19,580,Marion County Schools,21,Jasper Elementary School,Grades PK-4,SAFE SCHOOL,642,644,312,48.4,332,51.6,247,38.4,3,0.5,95,14.8,42,6.5,3,0.5,0,0,10,1.6,1,0.2,588,91.3,20,22,2,1,0,0,4,6,1,0,285,303
2018-19,580,Marion County Schools,23,Jasper Middle School,Grades 5-8,SAFE SCHOOL,502,508,224,44.1,284,55.9,194,38.2,2,0.4,66,13,34,6.7,7,1.4,0,0,19,3.7,1,0.2,447,88,20,14,3,4,0,0,9,10,1,0,191,256
2018-19,580,Marion County Schools,25,Marion Co High School,Grades 9-12,SAFE SCHOOL,533,541,274,50.6,267,49.4,167,30.9,0,0,81,15,28,5.2,7,1.3,0,0,16,3,1,0.2,489,90.4,13,15,4,3,0,0,11,5,0,1,246,243
2018-19,580,Marion County Schools,30,Monteagle Elementary,Grades PK-8,SAFE SCHOOL,213,214,112,52.3,102,47.7,68,31.8,2,0.9,30,14,0,0,3,1.4,0,0,2,0.9,1,0.5,208,97.2,0,0,3,0,0,0,1,1,0,1,108,100
2018-19,580,Marion County Schools,50,South Pittsburg Elementary,Grades PK-6,SAFE SCHOOL,461,466,206,44.2,260,55.8,199,42.7,14,3,68,14.6,76,16.3,1,0.2,0,0,25,5.4,2,0.4,362,77.7,34,42,0,1,0,0,10,15,1,1,161,201
2018-19,580,Marion County Schools,55,South Pittsburg High School,Grades 7-12,SAFE SCHOOL,401,407,195,47.9,212,52.1,149,36.6,1,0.2,37,9.1,69,17,3,0.7,0,0,10,2.5,0,0,325,79.9,35,34,1,2,0,0,4,6,0,0,155,170
2018-19,580,Marion County Schools,63,Whitwell Elementary,Grades PK-4,SAFE SCHOOL,443,444,229,51.6,215,48.4,181,40.8,8,1.8,45,10.1,8,1.8,3,0.7,0,0,16,3.6,0,0,417,93.9,3,5,1,2,0,0,6,10,0,0,219,198
2018-19,580,Marion County Schools,70,Whitwell High School,Grades 9-12,SAFE SCHOOL,358,360,164,45.6,196,54.4,109,30.3,1,0.3,37,10.3,6,1.7,0,0,0,0,5,1.4,1,0.3,348,96.7,2,4,0,0,0,0,2,3,0,1,160,188
2018-19,580,Marion County Schools,65,Whitwell Middle School,Grades 5-8,SAFE SCHOOL,368,367,169,46,198,54,140,38.1,5,1.4,50,13.6,5,1.4,0,0,0,0,14,3.8,0,0,348,94.8,2,3,0,0,0,0,4,10,0,0,163,185
2018-19,590,Marshall County Schools,7,Chapel Hill Elementary,Grades K-5,SAFE SCHOOL,524,527,250,47.4,277,52.6,91,17.3,5,0.9,87,16.5,16,3,2,0.4,0,0,20,3.8,5,0.9,484,91.8,6,10,2,0,0,0,13,7,3,2,226,258
2018-19,590,Marshall County Schools,18,Cornersville Elementary,Grades K-6,SAFE SCHOOL,421,423,214,50.6,209,49.4,109,25.8,4,0.9,47,11.1,11,2.6,0,0,0,0,15,3.5,3,0.7,394,93.1,7,4,0,0,0,0,8,7,3,0,196,198
2018-19,590,Marshall County Schools,20,Cornersville School,Grades 7-12,SAFE SCHOOL,438,445,213,47.9,232,52.1,89,20,1,0.2,36,8.1,13,2.9,1,0.2,0,0,8,1.8,1,0.2,422,94.8,6,7,1,0,0,0,6,2,0,1,200,222
2018-19,590,Marshall County Schools,65,Delk-Henson Intermediate School,Grades 4-6,SAFE SCHOOL,415,416,206,49.5,210,50.5,77,18.5,2,0.5,54,13,17,4.1,0,0,0,0,14,3.4,2,0.5,383,92.1,8,9,0,0,0,0,6,8,1,1,191,192
2018-19,590,Marshall County Schools,30,Forrest School,Grades 7-12,SAFE SCHOOL,736,756,355,47,401,53,82,10.8,5,0.7,72,9.5,20,2.6,2,0.3,0,0,29,3.8,3,0.4,702,92.9,8,12,2,0,0,0,19,10,1,2,325,377
2018-19,590,Marshall County Schools,41,Lewisburg Middle School,Grades 7-8,SAFE SCHOOL,419,421,205,48.7,216,51.3,158,37.5,13,3.1,53,12.6,68,16.2,2,0.5,0,0,63,15,2,0.5,286,67.9,34,34,1,1,0,0,30,33,1,1,139,147
2018-19,590,Marshall County Schools,47,Marshall Co High School,Grades 9-12,SAFE SCHOOL,825,847,420,49.6,427,50.4,255,30.1,11,1.3,84,9.9,120,14.2,5,0.6,1,0.1,117,13.8,0,0,604,71.3,65,55,3,2,0,1,64,53,0,0,288,316
2018-19,590,Marshall County Schools,43,Marshall Elementary,Grades PK-3,SAFE SCHOOL,449,445,218,49,227,51,191,42.9,44,9.9,101,22.7,80,18,5,1.1,1,0.2,72,16.2,0,0,287,64.5,34,46,2,3,1,0,36,36,0,0,145,142
2018-19,590,Marshall County Schools,51,Oak Grove Elementary,Grades PK-1,SAFE SCHOOL,427,421,219,52,202,48,193,45.8,27,6.4,68,16.2,82,19.5,4,1,0,0,65,15.4,1,0.2,269,63.9,47,35,2,2,0,0,32,33,0,1,138,131
2018-19,590,Marshall County Schools,60,Westhills Elementary,Grades 4-6,SAFE SCHOOL,678,681,331,48.6,350,51.4,292,42.9,38,5.6,88,12.9,146,21.4,6,0.9,0,0,105,15.4,4,0.6,420,61.7,69,77,4,2,0,0,57,48,2,2,199,221
2018-19,52,Maryville City Schools,35,Coulter Grove Intermediate School,Grades 4-7,SAFE SCHOOL,827,828,409,49.4,419,50.6,153,18.5,9,1.1,113,13.6,42,5.1,15,1.8,3,0.4,61,7.4,3,0.4,704,85,24,18,6,9,1,2,29,32,3,0,346,358
2018-19,52,Maryville City Schools,30,Foothills Elementary,Grades K-3,SAFE SCHOOL,568,558,275,49.3,283,50.7,111,19.9,27,4.8,73,13.1,31,5.6,24,4.3,0,0,29,5.2,2,0.4,472,84.6,18,13,13,11,0,0,10,19,1,1,233,239
2018-19,52,Maryville City Schools,10,John Sevier Elementary,Grades PK-3,SAFE SCHOOL,549,551,280,50.8,271,49.2,108,19.6,28,5.1,69,12.5,28,5.1,11,2,2,0.4,57,10.3,2,0.4,451,81.9,12,16,7,4,1,1,28,29,1,1,231,220
2018-19,52,Maryville City Schools,15,Maryville High School,Grades 10-12,SAFE SCHOOL,1214,1225,583,47.6,642,52.4,144,11.8,10,0.8,148,12.1,71,5.8,28,2.3,3,0.2,60,4.9,3,0.2,1060,86.5,36,35,18,10,2,1,30,30,2,1,495,565
2018-19,52,Maryville City Schools,20,Maryville Junior High School,Grades 8-9,SAFE SCHOOL,823,826,397,48.1,429,51.9,120,14.5,11,1.3,86,10.4,39,4.7,13,1.6,1,0.1,43,5.2,2,0.2,728,88.1,18,21,7,6,0,1,19,24,1,1,352,376
2018-19,52,Maryville City Schools,18,Montgomery Ridge Intermediate School,Grades 4-7,SAFE SCHOOL,815,806,403,50,403,50,143,17.7,13,1.6,85,10.5,39,4.8,38,4.7,0,0,45,5.6,4,0.5,680,84.4,20,19,17,21,0,0,20,25,2,2,344,336
2018-19,52,Maryville City Schools,25,Sam Houston Elementary,Grades PK-3,SAFE SCHOOL,497,495,234,47.3,261,52.7,109,22,9,1.8,71,14.3,29,5.9,6,1.2,0,0,30,6.1,1,0.2,429,86.7,14,15,6,0,0,0,11,19,1,0,202,227
2018-19,600,Maury County Schools,15,Columbia Central High School,Grades 9-12,SAFE SCHOOL,1330,1361,701,51.5,660,48.5,516,37.9,43,3.2,201,14.8,416,30.6,16,1.2,0,0,181,13.3,4,0.3,744,54.7,223,193,9,7,0,0,86,95,2,2,381,363
2018-19,600,Maury County Schools,30,Culleoka Unit School,Grades PK-12,SAFE SCHOOL,1000,1009,496,49.2,513,50.8,282,27.9,11,1.1,130,12.9,20,2,4,0.4,0,0,44,4.4,3,0.3,938,93,8,12,2,2,0,0,26,18,1,2,459,479
2018-19,600,Maury County Schools,33,E. A. Cox Middle School,Grades 5-8,SAFE SCHOOL,748,755,379,50.2,376,49.8,420,55.6,30,4,118,15.6,289,38.3,5,0.7,0,0,137,18.1,1,0.1,323,42.8,157,132,2,3,0,0,77,60,0,1,143,180
2018-19,600,Maury County Schools,40,Hampshire Unit School,Grades K-12,SAFE SCHOOL,378,383,193,50.4,190,49.6,97,25.3,3,0.8,54,14.1,15,3.9,1,0.3,1,0.3,17,4.4,0,0,349,91.1,5,10,1,0,0,1,9,8,0,0,178,171
2018-19,600,Maury County Schools,45,Highland Park Elementary,Grades PK-4,SAFE SCHOOL,305,302,145,48,157,52,200,66.2,39,12.9,64,21.2,75,24.8,0,0,2,0.7,76,25.2,0,0,149,49.3,39,36,0,0,2,0,35,41,0,0,69,80
2018-19,600,Maury County Schools,50,J E Woodard Elementary,Grades PK-4,SAFE SCHOOL,476,475,240,50.5,235,49.5,109,22.9,24,5.1,59,12.4,89,18.7,6,1.3,0,0,48,10.1,1,0.2,331,69.7,50,39,3,3,0,0,18,30,0,1,169,162
2018-19,600,Maury County Schools,59,J E Woody Elementary,Grades PK-4,SAFE SCHOOL,484,490,232,47.3,258,52.7,254,51.8,4,0.8,109,22.2,105,21.4,6,1.2,1,0.2,22,4.5,3,0.6,353,72,39,66,2,4,0,1,13,9,2,1,176,177
2018-19,600,Maury County Schools,10,J. Brown Elementary,Grades PK-4,SAFE SCHOOL,272,265,130,49.1,135,50.9,167,63,15,5.7,65,24.5,108,40.8,4,1.5,0,0,36,13.6,2,0.8,115,43.4,55,53,1,3,0,0,18,18,1,1,55,60
2018-19,600,Maury County Schools,5,J. R. Baker Elementary,Grades PK-4,SAFE SCHOOL,296,295,153,51.9,142,48.1,89,30.2,15,5.1,65,22,71,24.1,3,1,0,0,39,13.2,0,0,182,61.7,41,30,3,0,0,0,17,22,0,0,92,90
2018-19,600,Maury County Schools,53,Marvin Wright Elementary School,Grades K-4,SAFE SCHOOL,677,674,302,44.8,372,55.2,80,11.9,25,3.7,75,11.1,51,7.6,12,1.8,1,0.1,62,9.2,1,0.1,547,81.2,23,28,5,7,0,1,28,34,0,1,246,301
2018-19,600,Maury County Schools,55,McDowell Elementary,Grades PK-4,SAFE SCHOOL,299,299,153,51.2,146,48.8,181,60.5,47,15.7,34,11.4,111,37.1,3,1,0,0,84,28.1,0,0,101,33.8,59,52,2,1,0,0,39,45,0,0,53,48
2018-19,600,Maury County Schools,65,Mt Pleasant High School,Grades 9-12,SAFE SCHOOL,399,411,203,49.4,208,50.6,165,40.1,1,0.2,73,17.8,83,20.2,2,0.5,0,0,10,2.4,0,0,316,76.9,32,51,2,0,0,0,5,5,0,0,164,152
2018-19,600,Maury County Schools,61,Mt. Pleasant Middle Visual Perform. Arts,Grades 5-8,SAFE SCHOOL,473,479,253,52.8,226,47.2,212,44.3,1,0.2,73,15.2,96,20,2,0.4,0,0,22,4.6,1,0.2,358,74.7,50,46,2,0,0,0,9,13,0,1,192,166
2018-19,600,Maury County Schools,110,Northfield Academy,Grades 9-12,SAFE SCHOOL,50,51,19,37.3,32,62.7,19,37.3,0,0,3,5.9,13,25.5,0,0,0,0,3,5.9,0,0,35,68.6,4,9,0,0,0,0,0,3,0,0,15,20
2018-19,600,Maury County Schools,68,R Howell Elementary,Grades K-4,SAFE SCHOOL,555,557,276,49.6,281,50.4,229,41.1,34,6.1,82,14.7,129,23.2,5,0.9,0,0,73,13.1,5,0.9,345,61.9,67,62,3,2,0,0,40,33,2,3,164,181
2018-19,600,Maury County Schools,70,Riverside Elementary,Grades PK-4,SAFE SCHOOL,359,365,173,47.4,192,52.6,209,57.3,32,8.8,60,16.4,137,37.5,4,1.1,0,0,64,17.5,0,0,160,43.8,72,65,2,2,0,0,30,34,0,0,69,91
2018-19,600,Maury County Schools,85,Santa Fe Unit School,Grades PK-12,SAFE SCHOOL,573,577,288,49.9,289,50.1,134,23.2,6,1,97,16.8,14,2.4,5,0.9,0,0,21,3.6,2,0.3,535,92.7,6,8,1,4,0,0,13,8,0,2,268,267
2018-19,600,Maury County Schools,90,Spring Hill Elementary,Grades K-4,SAFE SCHOOL,567,572,280,49,292,51,122,21.3,14,2.4,112,19.6,70,12.2,2,0.3,1,0.2,67,11.7,2,0.3,430,75.2,37,33,2,0,1,0,32,35,0,2,208,222
2018-19,600,Maury County Schools,95,Spring Hill High School,Grades 9-12,SAFE SCHOOL,1159,1167,570,48.8,597,51.2,160,13.7,19,1.6,146,12.5,129,11.1,26,2.2,3,0.3,131,11.2,3,0.3,875,75,59,70,11,15,1,2,61,70,0,3,438,437
2018-19,600,Maury County Schools,105,Spring Hill Middle School,Grades 5-8,SAFE SCHOOL,994,1001,482,48.2,519,51.8,180,18,17,1.7,130,13,107,10.7,15,1.5,0,0,117,11.7,2,0.2,760,75.9,49,58,4,11,0,0,58,59,1,1,370,390
2018-19,600,Maury County Schools,100,Whitthorne Middle School,Grades 5-8,SAFE SCHOOL,1084,1093,511,46.8,582,53.2,443,40.5,41,3.8,129,11.8,256,23.4,14,1.3,3,0.3,187,17.1,3,0.3,630,57.6,122,134,7,7,0,3,82,105,1,2,299,331
2018-19,94,McKenzie Special School District,5,McKenzie Elementary,Grades PK-4,SAFE SCHOOL,485,492,249,50.6,243,49.4,187,38,10,2,82,16.7,78,15.9,3,0.6,0,0,34,6.9,3,0.6,374,76,37,41,1,2,0,0,19,15,3,0,189,185
2018-19,94,McKenzie Special School District,10,McKenzie High School,Grades 9-12,SAFE SCHOOL,372,381,187,49.1,194,50.9,98,25.7,1,0.3,50,13.1,64,16.8,3,0.8,0,0,17,4.5,1,0.3,296,77.7,30,34,2,1,0,0,9,8,0,1,146,150
2018-19,94,McKenzie Special School District,15,McKenzie Middle School,Grades 5-8,SAFE SCHOOL,371,373,181,48.5,192,51.5,110,29.5,4,1.1,49,13.1,69,18.5,1,0.3,0,0,23,6.2,1,0.3,279,74.8,34,35,1,0,0,0,11,12,0,1,135,144
2018-19,540,McMinn County Schools,10,Calhoun Elementary,Grades PK-8,SAFE SCHOOL,313,311,154,49.5,157,50.5,98,31.5,17,5.5,46,14.8,14,4.5,6,1.9,0,0,33,10.6,0,0,258,83,9,5,5,1,0,0,15,18,0,0,125,133
2018-19,540,McMinn County Schools,15,Central High School,Grades 9-12,SAFE SCHOOL,739,757,401,53,356,47,207,27.3,1,0.1,105,13.9,37,4.9,5,0.7,2,0.3,35,4.6,4,0.5,674,89,16,21,4,1,2,0,19,16,2,2,358,316
2018-19,540,McMinn County Schools,25,E K Baker Elementary,Grades PK-8,SAFE SCHOOL,334,340,161,47.4,179,52.6,141,41.5,14,4.1,57,16.8,23,6.8,5,1.5,1,0.3,32,9.4,1,0.3,278,81.8,10,13,3,2,1,0,17,15,0,1,130,148
2018-19,540,McMinn County Schools,30,Englewood Elementary,Grades PK-8,SAFE SCHOOL,501,505,259,51.3,246,48.7,196,38.8,8,1.6,82,16.2,5,1,3,0.6,0,0,20,4,1,0.2,476,94.3,1,4,1,2,0,0,9,11,1,0,247,229
2018-19,540,McMinn County Schools,45,McMinn High School,Grades 9-12,SAFE SCHOOL,1471,1516,726,47.9,790,52.1,546,36,14,0.9,209,13.8,135,8.9,17,1.1,0,0,104,6.9,9,0.6,1251,82.5,59,76,5,12,0,0,47,57,4,5,611,640
2018-19,540,McMinn County Schools,50,Mountain View Elementary,Grades PK-8,SAFE SCHOOL,547,547,260,47.5,287,52.5,272,49.7,6,1.1,101,18.5,49,9,0,0,3,0.5,31,5.7,2,0.4,462,84.5,28,21,0,0,1,2,13,18,1,1,217,245
2018-19,540,McMinn County Schools,55,Niota Elementary,Grades PK-8,SAFE SCHOOL,519,531,254,47.8,277,52.2,258,48.6,7,1.3,107,20.2,33,6.2,4,0.8,0,0,21,4,4,0.8,469,88.3,18,15,2,2,0,0,11,10,2,2,221,248
2018-19,540,McMinn County Schools,60,Riceville Elementary,Grades PK-8,SAFE SCHOOL,613,608,278,45.7,330,54.3,236,38.8,15,2.5,102,16.8,38,6.2,7,1.2,0,0,24,3.9,0,0,539,88.7,16,22,2,5,0,0,12,12,0,0,248,291
2018-19,540,McMinn County Schools,65,Rogers Creek Elementary,Grades PK-8,SAFE SCHOOL,269,277,134,48.4,143,51.6,138,49.8,0,0,57,20.6,4,1.4,0,0,1,0.4,18,6.5,3,1.1,251,90.6,2,2,0,0,0,1,10,8,1,2,121,130
2018-19,550,McNairy County Schools,5,Adamsville Elementary,Grades PK-8,SAFE SCHOOL,500,508,242,47.6,266,52.4,178,35,0,0,48,9.4,16,3.1,2,0.4,0,0,10,2,0,0,480,94.5,7,9,2,0,0,0,6,4,0,0,227,253
2018-19,550,McNairy County Schools,10,Adamsville High School,Grades 9-12,SAFE SCHOOL,712,716,338,47.2,378,52.8,177,24.7,1,0.1,68,9.5,25,3.5,1,0.1,0,0,10,1.4,2,0.3,678,94.7,15,10,0,1,0,0,4,6,1,1,318,360
2018-19,550,McNairy County Schools,15,Bethel Springs Elementary,Grades PK-8,SAFE SCHOOL,460,468,236,50.4,232,49.6,217,46.4,0,0,68,14.5,20,4.3,2,0.4,0,0,12,2.6,0,0,434,92.7,8,12,0,2,0,0,7,5,0,0,221,213
2018-19,550,McNairy County Schools,20,McNairy Central High School,Grades 9-12,SAFE SCHOOL,812,819,375,45.8,444,54.2,245,29.9,0,0,114,13.9,109,13.3,5,0.6,0,0,23,2.8,1,0.1,681,83.2,54,55,2,3,0,0,10,13,0,1,309,372
2018-19,550,McNairy County Schools,25,Michie Elementary,Grades PK-8,SAFE SCHOOL,340,338,171,50.6,167,49.4,109,32.2,0,0,54,16,11,3.3,1,0.3,0,0,1,0.3,0,0,325,96.2,3,8,0,1,0,0,0,1,0,0,168,157
2018-19,550,McNairy County Schools,30,Ramer Elementary,Grades PK-8,SAFE SCHOOL,352,359,159,44.3,200,55.7,101,28.1,0,0,37,10.3,22,6.1,1,0.3,0,0,3,0.8,0,0,333,92.8,10,12,0,1,0,0,2,1,0,0,147,186
2018-19,550,McNairy County Schools,40,Selmer Elementary,Grades PK-4,SAFE SCHOOL,416,430,184,42.8,246,57.2,214,49.8,4,0.9,60,14,78,18.1,2,0.5,0,0,18,4.2,1,0.2,331,77,34,44,1,1,0,0,7,11,0,1,142,189
2018-19,550,McNairy County Schools,45,Selmer Middle School,Grades 5-8,SAFE SCHOOL,397,403,211,52.4,192,47.6,164,40.7,2,0.5,53,13.2,60,14.9,3,0.7,0,0,13,3.2,1,0.2,326,80.9,36,24,1,2,0,0,6,7,0,1,168,158
2018-19,610,Meigs County School System,25,Meigs County High School,Grades 9-12,SAFE SCHOOL,541,545,253,46.4,292,53.6,207,38,0,0,88,16.1,14,2.6,0,0,4,0.7,10,1.8,1,0.2,516,94.7,4,10,0,0,1,3,7,3,0,1,241,275
2018-19,610,Meigs County School System,8,Meigs Middle School,Grades 6-8,SAFE SCHOOL,391,392,204,52,188,48,166,42.3,0,0,73,18.6,12,3.1,0,0,4,1,5,1.3,0,0,371,94.6,6,6,0,0,2,2,3,2,0,0,193,178
2018-19,610,Meigs County School System,15,Meigs North Elementary,Grades PK-5,SAFE SCHOOL,393,399,213,53.4,186,46.6,185,46.4,5,1.3,82,20.6,11,2.8,1,0.3,0,0,15,3.8,0,0,372,93.2,5,6,0,1,0,0,7,8,0,0,201,171
2018-19,610,Meigs County School System,5,Meigs South Elementary,Grades PK-5,SAFE SCHOOL,380,378,185,48.9,193,51.1,198,52.4,1,0.3,87,23,9,2.4,0,0,1,0.3,4,1.1,0,0,364,96.3,6,3,0,0,1,0,3,1,0,0,175,189
2018-19,190,Metro Nashville Public Schools,1,A. Z. Kelley Elementary,Grades PK-4,SAFE SCHOOL,797,795,403,50.7,392,49.3,306,38.5,248,31.2,88,11.1,287,36.1,99,12.5,0,0,207,26,0,0,202,25.4,151,136,49,50,0,0,104,103,0,0,99,103
2018-19,190,Metro Nashville Public Schools,5,Alex Green Elementary,Grades PK-4,SAFE SCHOOL,227,224,117,52.2,107,47.8,172,76.8,23,10.3,18,8,179,79.9,0,0,0,0,27,12.1,1,0.4,17,7.6,91,88,0,0,0,0,15,12,1,0,10,7
2018-19,190,Metro Nashville Public Schools,10,Amqui Elementary,Grades PK-4,SAFE SCHOOL,437,432,218,50.5,214,49.5,250,57.9,104,24.1,46,10.6,186,43.1,2,0.5,0,0,173,40,0,0,71,16.4,98,88,1,1,0,0,84,89,0,0,35,36
2018-19,190,Metro Nashville Public Schools,15,Andrew Jackson Elementary,Grades PK-4,SAFE SCHOOL,470,479,240,50.1,239,49.9,108,22.5,26,5.4,67,14,141,29.4,17,3.5,1,0.2,62,12.9,0,0,258,53.9,70,71,12,5,0,1,31,31,0,0,127,131
2018-19,190,Metro Nashville Public Schools,20,Antioch High School,Grades 9-12,SAFE SCHOOL,1918,1934,890,46,1044,54,753,38.9,379,19.6,225,11.6,704,36.4,86,4.4,1,0.1,705,36.5,0,0,438,22.6,343,361,36,50,0,1,331,374,0,0,180,258
2018-19,190,Metro Nashville Public Schools,23,Antioch Middle,Grades 5-8,SAFE SCHOOL,780,767,379,49.4,388,50.6,411,53.6,214,27.9,103,13.4,244,31.8,66,8.6,3,0.4,346,45.1,0,0,108,14.1,117,127,34,32,1,2,173,173,0,0,54,54
2018-19,190,Metro Nashville Public Schools,25,Apollo Middle,Grades 5-8,SAFE SCHOOL,839,838,401,47.9,437,52.1,433,51.7,221,26.4,107,12.8,264,31.5,40,4.8,0,0,380,45.3,2,0.2,152,18.1,124,140,22,18,0,0,192,188,0,2,63,89
2018-19,190,Metro Nashville Public Schools,40,Bellevue Middle,Grades 5-8,SAFE SCHOOL,676,680,333,49,347,51,220,32.4,30,4.4,114,16.8,225,33.1,38,5.6,0,0,85,12.5,2,0.3,330,48.5,110,115,19,19,0,0,42,43,0,2,162,168
2018-19,190,Metro Nashville Public Schools,45,Bellshire Elementary,Grades PK-4,SAFE SCHOOL,294,306,168,54.9,138,45.1,235,76.8,25,8.2,40,13.1,263,85.9,1,0.3,0,0,21,6.9,0,0,21,6.9,143,120,1,0,0,0,12,9,0,0,12,9
2018-19,190,Metro Nashville Public Schools,70,Buena Vista Elementary,Grades PK-4,SAFE SCHOOL,204,205,104,50.7,101,49.3,188,91.7,7,3.4,42,20.5,184,89.8,0,0,1,0.5,10,4.9,0,0,10,4.9,96,88,0,0,0,1,4,6,0,0,4,6
2018-19,190,Metro Nashville Public Schools,82,Cane Ridge Elementary,Grades PK-5,SAFE SCHOOL,542,549,273,49.7,276,50.3,240,43.7,172,31.3,52,9.5,260,47.4,18,3.3,1,0.2,125,22.8,4,0.7,141,25.7,134,126,11,7,0,1,50,75,1,3,77,64
2018-19,190,Metro Nashville Public Schools,77,Cane Ridge High School,Grades 9-12,SAFE SCHOOL,1665,1727,814,47.1,913,52.9,630,36.5,338,19.6,198,11.5,678,39.3,161,9.3,2,0.1,590,34.2,3,0.2,293,17,322,356,65,96,1,1,282,308,2,1,142,151
2018-19,190,Metro Nashville Public Schools,670,Carter-Lawrence Elementary,Grades PK-4,SAFE SCHOOL,268,272,139,51.1,133,48.9,152,55.9,29,10.7,33,12.1,221,81.2,2,0.7,1,0.4,19,7,0,0,29,10.7,115,106,1,1,1,0,8,11,0,0,14,15
2018-19,190,Metro Nashville Public Schools,105,Chadwell Elementary,Grades PK-4,SAFE SCHOOL,323,317,158,49.8,159,50.2,208,65.6,55,17.4,52,16.4,180,56.8,4,1.3,0,0,88,27.8,3,0.9,42,13.2,94,86,1,3,0,0,39,49,2,1,22,20
2018-19,190,Metro Nashville Public Schools,110,Charlotte Park Elementary,Grades PK-4,SAFE SCHOOL,429,429,202,47.1,227,52.9,203,47.3,185,43.1,57,13.3,92,21.4,34,7.9,0,0,214,49.9,0,0,89,20.7,39,53,12,22,0,0,101,113,0,0,50,39
2018-19,190,Metro Nashville Public Schools,120,Cockrill Elementary,Grades PK-4,SAFE SCHOOL,289,288,147,51,141,49,198,68.8,62,21.5,52,18.1,142,49.3,4,1.4,0,0,89,30.9,0,0,53,18.4,81,61,1,3,0,0,45,44,0,0,20,33
2018-19,190,Metro Nashville Public Schools,130,Cole Elementary,Grades PK-4,SAFE SCHOOL,672,671,340,50.7,331,49.3,365,54.4,323,48.1,82,12.2,64,9.5,78,11.6,1,0.1,415,61.8,1,0.1,112,16.7,29,35,36,42,0,1,218,197,1,0,56,56
2018-19,190,Metro Nashville Public Schools,443,Cora Howe School,Grades K-12,SAFE SCHOOL,93,98,18,18.4,80,81.6,47,48,4,4.1,97,99,59,60.2,1,1,0,0,7,7.1,0,0,31,31.6,11,48,1,0,0,0,1,6,0,0,5,26
2018-19,190,Metro Nashville Public Schools,145,Crieve Hall Elementary,Grades K-4,SAFE SCHOOL,462,476,241,50.6,235,49.4,79,16.6,113,23.7,43,9,37,7.8,76,16,3,0.6,114,23.9,2,0.4,244,51.3,21,16,42,34,3,0,56,58,1,1,118,126
2018-19,190,Metro Nashville Public Schools,148,Croft Middle,Grades 5-8,SAFE SCHOOL,763,756,369,48.8,387,51.2,285,37.7,143,18.9,85,11.2,159,21,22,2.9,0,0,356,47.1,0,0,219,29,86,73,16,6,0,0,171,185,0,0,96,123
