SCHOOL_YEAR,DISTRICT_ID,DISTRICT_NAME,SCHOOL_ID,SCHOOL_NAME,GRADES_SERVED,SAFE_SCHOOL,AVERAGE_DAILY_MEMBERSHIP,TOTAL,FEMALE,FEMALE_PCT,MALE,MALE_PCT,ECONOMICALLY_DISADVANTAGED,ECONOMICALLY_DISADVANTAGED_PCT,LIMITED_ENGLISH_PROFICIENT,LIMITED_ENGLISH_PROFICIENT_PCT,STUDENTS_WITH_DISABILITIES,STUDENTS_WITH_DISABILITIES_PCT,AFRICAN_AMERICAN,AFRICAN_AMERICAN_PCT,ASIAN,ASIAN_PCT,HAWAIIAN_PACISLD,HAWAIIAN_PACISLD_PCT,HISPANIC,HISPANIC_PCT,NATIVE_AMERICAN,NATIVE_AMERICAN_PCT,WHITE,WHITE_PCT,AFRICAN_AMERICAN_FEMALE,AFRICAN_AMERICAN_MALE,ASIAN_FEMALE,ASIAN_MALE,HAWAIIAN_PACISLD_FEMALE,HAWAIIAN_PACISLD_MALE,HISPANIC_FEMALE,HISPANIC_MALE,NATIVE_AMERICAN_FEMALE,NATIVE_AMERICAN_MALE,WHITE_FEMALE,WHITE_MALE
2018-19,120,Chester County School System,10,Chester County Junior High School,Grades 6-8,SAFE SCHOOL,622,618,293,47.4,325,52.6,189,30.6,1,0.2,52,8.4,94,15.2,2,0.3,0,0,35,5.7,5,0.8,482,78,51,43,0,2,0,0,17,18,3,2,222,260
2018-19,120,Chester County School System,5,Chester County Middle School,Grades 4-5,SAFE SCHOOL,415,412,213,51.7,199,48.3,131,31.8,0,0,41,10,74,18,3,0.7,0,0,9,2.2,4,1,322,78.2,38,36,2,1,0,0,6,3,4,0,163,159
2018-19,120,Chester County School System,15,East Chester Elementary School,Grades PK-3,SAFE SCHOOL,444,440,208,47.3,232,52.7,137,31.1,1,0.2,71,16.1,86,19.5,7,1.6,0,0,13,3,2,0.5,332,75.5,46,40,3,4,0,0,5,8,2,0,152,180
2018-19,120,Chester County School System,25,Jacks Creek Elementary,Grades K-3,SAFE SCHOOL,149,146,78,53.4,68,46.6,60,41.1,1,0.7,21,14.4,18,12.3,0,0,0,0,12,8.2,0,0,116,79.5,11,7,0,0,0,0,8,4,0,0,59,57
2018-19,120,Chester County School System,30,W Chester Elementary School,Grades K-3,SAFE SCHOOL,265,265,127,47.9,138,52.1,92,34.7,0,0,42,15.8,34,12.8,7,2.6,0,0,11,4.2,1,0.4,212,80,13,21,4,3,0,0,6,5,1,0,103,109
2018-19,130,Claiborne County Schools,110,Claiborne High School,Grades 9-12,SAFE SCHOOL,718,742,342,46.1,400,53.9,273,36.8,0,0,105,14.2,14,1.9,4,0.5,0,0,15,2,8,1.1,701,94.5,7,7,1,3,0,0,9,6,1,7,324,377
2018-19,130,Claiborne County Schools,35,Clairfield Elementary,Grades K-8,SAFE SCHOOL,78,78,42,53.8,36,46.2,44,56.4,0,0,9,11.5,0,0,0,0,0,0,0,0,0,0,78,100,0,0,0,0,0,0,0,0,0,0,42,36
2018-19,130,Claiborne County Schools,93,Cumberland Gap High School,Grades 9-12,SAFE SCHOOL,532,533,270,50.7,263,49.3,149,28,0,0,63,11.8,12,2.3,2,0.4,1,0.2,4,0.8,0,0,514,96.4,8,4,0,2,0,1,2,2,0,0,260,254
2018-19,130,Claiborne County Schools,45,Ellen Myers Primary,Grades PK-4,SAFE SCHOOL,263,266,130,48.9,136,51.1,78,29.3,3,1.1,34,12.8,11,4.1,5,1.9,0,0,7,2.6,0,0,243,91.4,7,4,2,3,0,0,4,3,0,0,117,126
2018-19,130,Claiborne County Schools,50,Forge Ridge School,Grades PK-8,SAFE SCHOOL,206,210,92,43.8,118,56.2,99,47.1,0,0,20,9.5,4,1.9,2,1,0,0,0,0,0,0,204,97.1,1,3,0,2,0,0,0,0,0,0,91,113
2018-19,130,Claiborne County Schools,67,H. Y. Livesay Middle School,Grades 5-8,SAFE SCHOOL,257,262,138,52.7,124,47.3,83,31.7,1,0.4,25,9.5,12,4.6,5,1.9,0,0,5,1.9,0,0,240,91.6,8,4,0,5,0,0,5,0,0,0,125,115
2018-19,130,Claiborne County Schools,90,Midway Elementary,Grades PK-8,SAFE SCHOOL,329,337,157,46.6,180,53.4,154,45.7,1,0.3,50,14.8,7,2.1,2,0.6,0,0,2,0.6,1,0.3,325,96.4,2,5,0,2,0,0,1,1,1,0,153,172
2018-19,130,Claiborne County Schools,95,Powell Valley Elementary,Grades PK-8,SAFE SCHOOL,315,316,160,50.6,156,49.4,146,46.2,0,0,60,19,5,1.6,0,0,0,0,1,0.3,0,0,310,98.1,4,1,0,0,0,0,0,1,0,0,156,154
2018-19,130,Claiborne County Schools,105,Soldiers Memorial Middle School,Grades 5-8,SAFE SCHOOL,491,481,237,49.3,244,50.7,227,47.2,0,0,84,17.5,15,3.1,1,0.2,1,0.2,5,1,1,0.2,458,95.2,6,9,0,1,0,1,3,2,1,0,227,231
2018-19,130,Claiborne County Schools,115,Springdale Elementary,Grades PK-6,SAFE SCHOOL,310,313,154,49.2,159,50.8,128,40.9,0,0,49,15.7,7,2.2,1,0.3,0,0,2,0.6,0,0,303,96.8,5,2,1,0,0,0,1,1,0,0,147,156
2018-19,130,Claiborne County Schools,117,Tazewell-New Tazewell Elementary,Grades K-4,SAFE SCHOOL,472,465,233,50.1,232,49.9,269,57.8,2,0.4,88,18.9,15,3.2,0,0,0,0,5,1.1,1,0.2,444,95.5,7,8,0,0,0,0,4,1,1,0,221,223
2018-19,630,Clarksville-Montgomery County School System,3,Barkers Mill Elementary,Grades K-5,SAFE SCHOOL,970,981,455,46.4,526,53.6,271,27.6,26,2.7,162,16.5,394,40.2,41,4.2,17,1.7,157,16,4,0.4,368,37.5,193,201,24,17,8,9,69,88,0,4,161,207
2018-19,630,Clarksville-Montgomery County School System,5,Barksdale Elementary,Grades PK-5,SAFE SCHOOL,563,561,273,48.7,288,51.3,196,34.9,5,0.9,107,19.1,169,30.1,7,1.2,6,1.1,66,11.8,5,0.9,308,54.9,80,89,5,2,1,5,34,32,2,3,151,157
2018-19,630,Clarksville-Montgomery County School System,10,Burt Elementary,Grades 3-5,SAFE SCHOOL,348,347,172,49.6,175,50.4,184,53,2,0.6,52,15,175,50.4,9,2.6,3,0.9,31,8.9,3,0.9,126,36.3,81,94,4,5,3,0,21,10,2,1,61,65
2018-19,630,Clarksville-Montgomery County School System,15,Byrns Darden Elementary,Grades PK-5,SAFE SCHOOL,569,580,272,46.9,308,53.1,375,64.7,33,5.7,119,20.5,262,45.2,3,0.5,3,0.5,95,16.4,3,0.5,214,36.9,120,142,1,2,1,2,47,48,2,1,101,113
2018-19,630,Clarksville-Montgomery County School System,95,Carmel Elementary,Grades PK-5,SAFE SCHOOL,667,668,342,51.2,326,48.8,54,8.1,1,0.1,86,12.9,41,6.1,16,2.4,7,1,48,7.2,2,0.3,554,82.9,18,23,9,7,1,6,29,19,2,0,283,271
2018-19,630,Clarksville-Montgomery County School System,30,Clarksville High,Grades 9-12,SAFE SCHOOL,1366,1384,694,50.1,690,49.9,216,15.6,19,1.4,131,9.5,259,18.7,39,2.8,7,0.5,125,9,10,0.7,944,68.2,111,148,21,18,3,4,64,61,5,5,490,454
2018-19,630,Clarksville-Montgomery County School System,40,Cumberland Heights Elementary,Grades PK-5,SAFE SCHOOL,629,629,288,45.8,341,54.2,202,32.1,0,0,127,20.2,48,7.6,7,1.1,2,0.3,24,3.8,6,1,542,86.2,26,22,5,2,1,1,9,15,4,2,243,299
2018-19,630,Clarksville-Montgomery County School System,45,East Montgomery Elementary,Grades PK-5,SAFE SCHOOL,657,664,319,48,345,52,96,14.5,28,4.2,78,11.7,42,6.3,21,3.2,3,0.5,68,10.2,4,0.6,526,79.2,23,19,15,6,0,3,34,34,2,2,245,281
2018-19,630,Clarksville-Montgomery County School System,35,Glenellen Elementary,Grades PK-5,SAFE SCHOOL,1013,1014,497,49,517,51,286,28.2,12,1.2,155,15.3,314,31,17,1.7,9,0.9,151,14.9,7,0.7,516,50.9,164,150,9,8,3,6,74,77,2,5,245,271
2018-19,630,Clarksville-Montgomery County School System,27,Hazelwood Elementary,Grades PK-5,SAFE SCHOOL,933,933,470,50.4,463,49.6,162,17.4,31,3.3,102,10.9,276,29.6,52,5.6,21,2.3,175,18.8,1,0.1,408,43.7,145,131,24,28,9,12,84,91,1,0,207,201
